"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Mapt"	0.597437174552881	0.0435586606130918	0.032586873779236	0.0686408326020143	1	"Capillary_ECs, Pericytes"	""
"2"	"Vegfa"	0.642553769526841	0.0226742643838354	0.0117024775499796	0.0671671648377369	2	"Alveolum, Capillary_ECs, Vascular_ECs"	""
"3"	"Tgfb1"	0.618944985284128	0.0241278320772071	0.0131560452433513	0.0637584508994852	3	"Lymphatic_ECs, MNP"	""
"4"	"Hmgb1"	0.61486982114557	0.0442595763605043	0.0332877895266485	0.061802619878354	4	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"5"	"Spp1"	0.60706361784017	0.0202232351029578	0.00925144826910198	0.0605461671687509	5	"Fibroblasts, MNP"	"Fibroblasts, MNP"
"6"	"Fgf2"	0.599927552637538	0.0211631858775886	0.0101913990437328	0.059423562268896	6	"Fibroblasts, Mesothelium"	""
"7"	"Bmp4"	0.62054788317863	0.0254392410802874	0.0144674542464316	0.0592580616100781	7	"Alveolum, Fibroblasts, Pericytes, Vascular_ECs"	""
"8"	"Bmp6"	0.604192891102556	0.0225021758827259	0.0115303890488701	0.0591072548016827	8	"Capillary_ECs"	""
"9"	"Trf"	0.584487208512558	0.0214963589776795	0.0105245721438237	0.0584937182274732	9	"Airway, Alveolum, Lymphatic_ECs, MNP, Mesothelium"	""
"10"	"Ghrl"	0.612868462757531	0.0229424007967083	0.0119706139628525	0.0518497978218815	10	"Airway"	"Airway"
"11"	"Dll4"	0.634385329409099	0.0190467081265616	0.00807492129270581	0.0501397607391619	11	"Vascular_ECs"	""
"12"	"Pgf"	0.605388272583201	0.043629829763705	0.0326580429298492	0.0472376660059961	12	"Lymphatic_ECs, Pericytes, SMC"	""
"13"	"Lgals3"	0.60735340729001	0.0193025033251599	0.00833071649130409	0.0436192747618362	13	"MNP"	""
"14"	"Dll1"	0.63169572107766	0.017003188762148	0.00603140192829216	0.0421658458223468	14	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
"15"	"Pdgfb"	0.603468417477922	0.0157017254381398	0.00472993860428403	0.0417149474178779	15	"Capillary_ECs"	""
"16"	"Pik3cb"	0.600000000000009	0.0169864872141213	0.00601470038026546	0.0412119291181925	16	"MNP"	""
"17"	"Copa"	0.641639121575731	0.0168526370687607	0.00588085023490488	0.0409901907268076	17	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, SMC, Vascular_ECs"	""
"18"	"Angpt1"	0.619497396422915	0.018743583003204	0.00777179616934822	0.0407833368679657	18	"Fibroblasts, Pericytes, SMC"	""
"19"	"Wnt4"	0.600434684174773	0.0436227910960042	0.0326510042621484	0.0406678506042647	19	"Airway, Pericytes"	""
"20"	"Itgam"	0.623400498075622	0.0172305512456251	0.00625876441176934	0.0402771930918499	20	"Granulocytes, MNP"	""
"21"	"Sema3e"	0.623907629612868	0.0174797796910073	0.00650799285715151	0.0397459301337293	21	"Airway"	""
"22"	"Bdnf"	0.613140140366763	0.0162521463765921	0.00528035954273633	0.0390168985699833	22	"Mesothelium"	""
"23"	"Tnc"	0.631894951324424	0.0174238346216054	0.00645204778774962	0.0385060697257031	23	"Fibroblasts, Lymphatic_ECs, Pericytes"	"Fibroblasts, Pericytes"
"24"	"Inhbb"	0.602073805750508	0.0166629930308213	0.00569120619696548	0.0378577007118123	24	"Airway, Capillary_ECs, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
"25"	"Gmfb"	0.629594747566226	0.0167768960536875	0.00580510921983167	0.0373645659037041	25	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Vascular_ECs"	""
"26"	"Rps19"	0.621616481774962	0.0163372113254703	0.00536542449161454	0.0360379071572151	26	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs"
"27"	"Celsr1"	0.620855784469094	0.0156047858988982	0.00463299906504244	0.0355860249628673	27	"Airway"	""
"28"	"Jag2"	0.599719266470458	0.0164852966009405	0.00551350976708468	0.0350838689870606	28	"Airway, Capillary_ECs, Vascular_ECs"	""
"29"	"Vcam1"	0.615938419741901	0.0159111318185551	0.00493934498469932	0.0340376155681256	29	"Fibroblasts, Vascular_ECs"	""
"30"	"Nid1"	0.601521394611726	0.0157074292384632	0.00473564240460739	0.0339552920358314	30	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"	""
"31"	"Vegfd"	0.606085578446906	0.0156483052512644	0.00467651841740864	0.0339268152658662	31	"Fibroblasts"	""
"32"	"Ccl3"	0.6262531129726	0.0156857668784285	0.00471398004457271	0.0337982251595972	32	"Granulocytes"	"Granulocytes"
"33"	"Col4a1"	0.614924156667421	0.0160217376164963	0.00504995078264048	0.0335790920918008	33	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Capillary_ECs, Fibroblasts, Mesothelium, Vascular_ECs"
"34"	"Bmp3"	0.597853746887031	0.0161999376984689	0.00522815086461311	0.0330458891923962	34	"Fibroblasts, Mesothelium, SMC"	""
"35"	"Bmp5"	0.622196060674666	0.0158478992383021	0.00487611240444629	0.033038977376459	35	"Airway, Fibroblasts, Pericytes"	""
"36"	"Ocln"	0.604926420647502	0.0155963099620263	0.00462452312817049	0.032745865331078	36	"Airway"	""
"37"	"Tgfb2"	0.641476115010178	0.0176860504398238	0.00671426360596799	0.0325704572421214	37	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
"38"	"Edn1"	0.606565542223225	0.0171370325239675	0.00616524569011167	0.0322810940549851	38	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
"39"	"Rtn4"	0.627484718134486	0.0163821533716013	0.00541036653774549	0.0322318645624845	39	"Airway, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"40"	"Adam12"	0.609526828163912	0.0159475724698423	0.00497578563598653	0.0320728323772711	40	"Lymphatic_ECs"	""
"41"	"Adam17"	0.631541770432426	0.0168529208886397	0.00588113405478392	0.0319335834690682	41	"MNP"	""
"42"	"Itgb7"	0.614607199456645	0.0156588527561214	0.00468706592226558	0.0319204117676272	42	"Lymphocytes, MNP"	""
"43"	"Grem1"	0.606565542223225	0.0155508432649205	0.00457905643106468	0.0317246264517012	43	"Fibroblasts"	"Fibroblasts"
"44"	"Itga4"	0.615784469096667	0.0155236753462779	0.00455188851242209	0.0316554665722802	44	"Granulocytes, Lymphocytes, MNP"	""
"45"	"Calm1"	0.625021507810734	0.01655127932939	0.00557949249553418	0.0312278124910461	45	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
"46"	"Cdh1"	0.614516640253571	0.015522459060637	0.00455067222678125	0.0312053463088682	46	"Airway, Alveolum"	""
"47"	"Mmp9"	0.614435136970804	0.0165143836613257	0.00554259682746994	0.0309734159674099	47	"Granulocytes"	""
"48"	"Anxa1"	0.60725379216663	0.0165685563793123	0.00559676954545653	0.0307864758318697	48	"Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC"	"Alveolum"
"49"	"Inhba"	0.584188363142397	0.0162877888838273	0.00531600204997153	0.0307527425702879	49	"Fibroblasts, SMC"	"Fibroblasts"
"50"	"Itgb2"	0.59894045732398	0.0154371548056239	0.00446536797176808	0.0306415971756567	50	"Granulocytes, Lymphocytes, MNP"	""
"51"	"Vegfc"	0.612216436495354	0.0153226576483925	0.00435087081453666	0.0305915393842758	51	"Vascular_ECs"	""
"52"	"Vtn"	0.596594973964226	0.0154519875287764	0.00448020069492063	0.0304473396286651	52	"Pericytes"	""
"53"	"Fbn1"	0.598659723794423	0.0148489692894543	0.00387718245559846	0.0302268839265741	53	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	"Pericytes"
"54"	"Lamb2"	0.623663119764539	0.0147133938253256	0.00374160699146976	0.0301521138303255	54	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"55"	"Aimp1"	0.607009282318316	0.0152932357969436	0.00432144896308775	0.0296820893400786	55	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"56"	"Tnfsf13b"	0.599483812542452	0.0160443376012948	0.00507255076743905	0.0294480061798345	56	"Fibroblasts"	""
"57"	"Arf1"	0.602906950418842	0.0160130436073744	0.00504125677351865	0.0294060439184069	57	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
