"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Itgb1"	0.625084175084175	0.122560912151449	0.0647450663270379	0.172357592075547	1	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Pericytes"
"2"	"Sell"	0.622643097643097	0.129398919850248	0.0715830740258372	0.143220024121636	2	"Granulocytes, Lymphocytes"	""
"3"	"Cd34"	0.625168350168349	0.114359745380761	0.0565438995563495	0.116070160443194	3	"Capillary_ECs, Fibroblasts, Mesothelium, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
"4"	"Serpine1"	0.648569023569025	0.128492031618465	0.0706761857940542	0.112987413707909	4	"Capillary_ECs, Fibroblasts, SMC"	"Capillary_ECs, Fibroblasts"
"5"	"Il1b"	0.618518518518518	0.0973254727472994	0.0395096269228883	0.109099627533487	5	"Granulocytes"	""
"6"	"F11r"	0.64402356902357	0.0990507910882057	0.0412349452637945	0.107463017844627	6	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	"Alveolum"
"7"	"Aimp1"	0.629713804713802	0.0983200146809977	0.0405041688565865	0.106493943871509	7	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
"8"	"Edn1"	0.630303030303031	0.0916969042797807	0.0338810584553696	0.106135966888955	8	"Capillary_ECs, Vascular_ECs"	""
"9"	"Clstn1"	0.630555555555555	0.0919146380850384	0.0340987922606273	0.104257639954888	9	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"	""
"10"	"Itgb2"	0.633501683501684	0.0902108533152849	0.0323950074908738	0.103949077962867	10	"Granulocytes, MNP"	""
"11"	"Igf1"	0.634932659932659	0.125614535652681	0.0677986898282699	0.102449964854871	11	"Fibroblasts, MNP"	"Fibroblasts, MNP"
"12"	"Hebp1"	0.640993265993264	0.0959474524295509	0.0381316066051398	0.101150482905255	12	"MNP"	""
"13"	"Arf1"	0.631313131313131	0.0938524807177129	0.0360366348933018	0.100760377160156	13	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"14"	"Plau"	0.640319865319866	0.0999044501148133	0.0420886042904021	0.100298598564098	14	"Lymphatic_ECs"	""
"15"	"Cxcl16"	0.630892255892255	0.0918988809120556	0.0340830350876445	0.0984831631007627	15	"Alveolum, MNP"	"Alveolum, MNP"
"16"	"Il1rn"	0.618939393939394	0.0873915467032307	0.0295757008788196	0.0974416815249392	16	"Granulocytes, MNP"	""
"17"	"Lama1"	0.628030303030301	0.0910223653011227	0.0332065194767115	0.0969169323619425	17	"Capillary_ECs"	"Capillary_ECs"
"18"	"Vcam1"	0.613888888888887	0.0894277034170736	0.0316118575926625	0.0961313502061715	18	"Fibroblasts"	""
"19"	"Cd2"	0.620622895622896	0.0921206426546089	0.0343047968301977	0.0960782968027474	19	"Lymphocytes"	""
"20"	"Icam2"	0.65808080808081	0.0891274750783625	0.0313116292539514	0.0956285856492789	20	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"21"	"Jam3"	0.626262626262627	0.093756519433202	0.0359406736087909	0.0951297264682512	21	"Lymphatic_ECs, SMC"	""
"22"	"C3"	0.621127946127944	0.0919988367523746	0.0341829909279634	0.0945450867367784	22	"Airway, Alveolum, Fibroblasts, Mesothelium"	"Mesothelium"
"23"	"Col18a1"	0.619949494949494	0.0874761753661006	0.0296603295416894	0.0943688751319783	23	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Lymphatic_ECs, Pericytes"
"24"	"Mmp9"	0.616498316498317	0.0875850240241771	0.029769178199766	0.0941891605693807	24	"Granulocytes"	""
"25"	"Pcdh7"	0.601346801346801	0.0954331279139472	0.0376172820895361	0.0935640851589495	25	"Fibroblasts, Mesothelium, SMC, Vascular_ECs"	"Vascular_ECs"
"26"	"Col1a1"	0.635353535353534	0.0859086965401298	0.0280928507157186	0.093019962377981	26	"Fibroblasts, Mesothelium, Pericytes, SMC"	"Fibroblasts, Mesothelium, Pericytes"
"27"	"Itgam"	0.621632996632995	0.0849343826286444	0.0271185368042332	0.0929659536146852	27	"Granulocytes, MNP"	""
"28"	"Mapt"	0.652441077441077	0.10020352293318	0.0423876771087688	0.0913858782141353	28	"Capillary_ECs, Pericytes"	""
