"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Manf"	0.616961388839565	0.259489261860843	0.0811314587069555	0.149545718375563	1	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Capillary_ECs"
"2"	"Lgals3"	0.580987393262416	0.262801637136558	0.0844438339826702	0.136949773132661	2	"Airway, Alveolum, Granulocytes, MNP"	"Airway, Alveolum, Granulocytes, MNP"
"3"	"Adam17"	0.578543929880066	0.263170499363666	0.0848126962097782	0.134963908138154	3	"Lymphatic_ECs, MNP"	""
"4"	"Ptdss1"	0.608503091152684	0.248990548620112	0.0706327454662237	0.133690767923292	4	"Lymphatic_ECs"	""
"5"	"Clec11a"	0.600138617617147	0.253525728927428	0.0751679257735398	0.133466845988235	5	"Fibroblasts"	""
"6"	"Sema3f"	0.596136462688253	0.254939003130351	0.0765811999764634	0.13101039501969	6	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"7"	"Wnt4"	0.585908621329761	0.256245291624266	0.0778874884703777	0.130537444876131	7	"Airway, Pericytes"	""
"8"	"Arf1"	0.589165227357104	0.255447619397611	0.0770898162437234	0.130053164097442	8	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs"
"9"	"Rtn4"	0.581709738341593	0.256025691569805	0.0776678884159172	0.128940537779992	9	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Capillary_ECs, Vascular_ECs"
"10"	"Fgf1"	0.569886886410227	0.254677745477541	0.0763199423236525	0.125612772492662	10	"Airway, Alveolum, Capillary_ECs"	""
"11"	"Ptprf"	0.596423988313342	0.249283228522238	0.0709254253683504	0.125121112272412	11	"Airway, Alveolum, Mesothelium"	""
"12"	"Hebp1"	0.588095833804137	0.250156072892431	0.0717982697385434	0.124404066195086	12	"MNP"	""
"13"	"Vcam1"	0.585105567303191	0.251066708405104	0.0727089052512155	0.123397431092734	13	"Fibroblasts, Vascular_ECs"	""
"14"	"Lamb1"	0.589805854627043	0.248859722124227	0.0705019189703385	0.123080225566084	14	"Airway, Fibroblasts, Lymphatic_ECs, Pericytes"	""
"15"	"Yars"	0.580491033235946	0.248817365715193	0.0704595625613045	0.122979582766095	15	"Fibroblasts"	""
