"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Tnf"	0.578699345526266	0.076687284275339	0.0301428555024194	0.095434068315654	1	"MNP"	""
"2"	"Tgfb1"	0.572723350367576	0.0748158802953543	0.0282714515224347	0.0926718837721202	2	"MNP"	""
"3"	"Pdgfb"	0.567734949345521	0.074725758432932	0.0281813296600124	0.0896902454371482	3	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
"4"	"Angpt2"	0.558824188631877	0.0862613999315754	0.0397169711586558	0.0838770773162369	4	"Lymphatic_ECs, Pericytes, SMC"	""
"5"	"Selplg"	0.572632295589019	0.0775743720604514	0.0310299432875318	0.078338802706744	5	"Granulocytes, Lymphocytes, MNP"	""
"6"	"Rtn4"	0.563085552268239	0.0763952860477401	0.0298508572748205	0.0777467329943008	6	"Airway, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"7"	"Osm"	0.560297875201717	0.0813875451243242	0.0348431163514046	0.0764819401054978	7	"Granulocytes"	""
"8"	"Cxcl12"	0.579682737134656	0.0714159435729368	0.0248715148000172	0.0758920979255887	8	"Capillary_ECs, Fibroblasts, SMC, Vascular_ECs"	"Fibroblasts, SMC"
"9"	"Vegfc"	0.579280695266272	0.0757464040058898	0.0292019752329702	0.0753929029065041	9	"Vascular_ECs"	""
"10"	"Il7"	0.565283474538281	0.0793551823743868	0.0328107536014672	0.0741995091432371	10	"Lymphatic_ECs"	""
"11"	"Fgf2"	0.560688710328128	0.0683637405586882	0.0218193117857686	0.0724077313363957	11	"Fibroblasts"	""
"12"	"Col4a1"	0.594278117715607	0.0690709080425114	0.0225264792695918	0.0712671730586061	12	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs"
"13"	"Ceacam1"	0.583271696252462	0.0773343556494255	0.0307899268765058	0.0705486626821249	13	"Alveolum, Capillary_ECs, MNP, Vascular_ECs"	"Alveolum, MNP"
"14"	"Itgb1"	0.574992715617712	0.0728725484085676	0.026328119635648	0.0695334235992966	14	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"15"	"Hspg2"	0.583032152142722	0.0773114651320885	0.0307670363591689	0.0689243925927528	15	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	""
"16"	"Celsr1"	0.586168639053251	0.0773083667377589	0.0307639379648393	0.0683754223010033	16	"Airway"	""
"17"	"Mmp9"	0.574834420387305	0.067899871442225	0.0213554426693054	0.0682276804238972	17	"Granulocytes"	""
"18"	"Il1b"	0.566757161108117	0.0652605176482852	0.0187160888753656	0.0677560299862356	18	"Granulocytes, MNP"	"MNP"
"19"	"Nectin1"	0.587364958759184	0.0697071826768098	0.0231627539038902	0.0677276269476621	19	"Alveolum"	""
"20"	"Pecam1"	0.572748565537027	0.0815131137194329	0.0349686849465133	0.0677062179063752	20	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
