"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Apoe"	0.582403813415054	0.101662068859694	0.0620937235359525	0.151817019248635	1	"MNP"	"MNP"
"2"	"Tgfb1"	0.574933605720123	0.0677517416565776	0.0281833963328366	0.102775257396952	2	"Lymphatic_ECs, MNP"	""
"3"	"Csf1"	0.562727272727269	0.0635374591956069	0.0239691138718659	0.0819800936270593	3	"Fibroblasts, Granulocytes, Mesothelium, SMC"	"Granulocytes"
"4"	"Ccl3"	0.596547497446365	0.0725672291257161	0.0329988838019751	0.0769034058581467	4	"Granulocytes"	"Granulocytes"
"5"	"Fgf2"	0.55067415730337	0.0585194671284155	0.0189511218046745	0.0678435057047934	5	"Fibroblasts, Mesothelium"	""
"6"	"Fgf1"	0.554303711270007	0.0612012585225831	0.0216329131988421	0.0677561791582297	6	"Airway, Alveolum, Capillary_ECs"	""
"7"	"Vegfa"	0.553391215526043	0.0579055137783285	0.0183371684545875	0.0677368945989771	7	"Alveolum, Capillary_ECs, Vascular_ECs"	""
"8"	"Tgfb3"	0.561440245148108	0.0537384441424142	0.0141700988186732	0.0602870221003336	8	"Fibroblasts, Lymphatic_ECs, Mesothelium, SMC"	""
"9"	"Calm1"	0.547562138236292	0.0552128337383451	0.0156444884146041	0.0544626038301539	9	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum"
"10"	"Col5a3"	0.587562138236292	0.0517577850462036	0.0121894397224626	0.0543230367606258	10	"Fibroblasts, Pericytes"	"Fibroblasts, Pericytes"
"11"	"Ocln"	0.576050391556008	0.0526655471538139	0.0130972018300729	0.0541293383015553	11	"Airway"	""
"12"	"Serping1"	0.57403472931563	0.05188932111083	0.012320975787089	0.0502938398054039	12	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
"13"	"Pik3cb"	0.569891045284297	0.0519897773423194	0.0124214320185784	0.049544520434733	13	"MNP"	""
"14"	"Vegfc"	0.563724889342867	0.0535406535477046	0.0139723082239636	0.0492202437703166	14	"Vascular_ECs"	""
"15"	"Angpt2"	0.561263193735106	0.0556359945535843	0.0160676492298433	0.0463605977891827	15	"Lymphatic_ECs, Pericytes, SMC"	""
