"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Igf1"	0.498725573491928	0.0537112760515325	0.00482238716264363	0.0554376248098198	1	"Fibroblasts, MNP"	"MNP"
"2"	"Clstn1"	0.543472104219767	0.0522205573443165	0.0033316684554276	0.0233292723559866	2	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"3"	"Arf1"	0.522656471254602	0.0489441440543427	5.52551654537728e-05	0.0105945509203473	3	"Airway, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	""
"4"	"Icam2"	0.534220711790806	0.0499610141388849	0.00107212524999598	0.0104736686096667	4	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"5"	"Ntn1"	0.52010761823846	0.0482544667294034	-0.000634422159485525	0.00758560039552603	5	"Lymphatic_ECs, Vascular_ECs"	""
"6"	"Rps19"	0.515009912206174	0.0472888201971902	-0.00160006869169865	0.00364088783703253	6	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC, Vascular_ECs"	""
"7"	"Vcam1"	0.506702539412821	0.0471605685185597	-0.00172832037032921	0.000806318118174736	7	"Fibroblasts, Vascular_ECs"	""
"8"	"Dsg2"	0.502926460870385	0.0459697354594928	-0.0029191534293961	-0.0009071090038338	8	"Airway"	""
"9"	"Jam2"	0.500472009817804	0.0458741099281045	-0.00301477896078441	-0.000933109674578295	9	"Vascular_ECs"	""
"10"	"Itga4"	0.511989049372227	0.0470777902669451	-0.00181109862194383	-0.00252465776303501	10	"Granulocytes, Lymphocytes, MNP"	"Granulocytes"
"11"	"Penk"	0.507127348248844	0.0469907423534799	-0.00189814653540898	-0.00453250692256963	11	"Fibroblasts"	""
"12"	"Pcdh7"	0.494855092985934	0.0451112378492288	-0.00377765103966007	-0.00458023428824579	12	"Fibroblasts, Mesothelium, SMC, Vascular_ECs"	""
"13"	"Col1a1"	0.511800245445105	0.0484028321333701	-0.000486056755518764	-0.00523389005311311	13	"Fibroblasts, Pericytes"	"Fibroblasts"
"14"	"F11r"	0.50325686774285	0.046011708823073	-0.00287718006581587	-0.00639197156838577	14	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs"	""
"15"	"Mapt"	0.507504956103087	0.0474967515400596	-0.0013921373488293	-0.00696204041188786	15	"Capillary_ECs, Pericytes"	""
"16"	"Cfh"	0.496082318512225	0.0477001734560559	-0.00118871543283301	-0.00822885907924747	16	"Fibroblasts, Mesothelium"	""
"17"	"Itgb2"	0.500991220617389	0.0457386426342727	-0.0031502462546162	-0.008462189440212	17	"Granulocytes, MNP"	""
"18"	"Nid1"	0.498347965637686	0.0449999524921761	-0.00388893639671276	-0.00956230704421269	18	"Fibroblasts, Lymphatic_ECs, Pericytes"	""
"19"	"Rtn4"	0.497781553856321	0.0459877900296127	-0.00290109885927618	-0.0112582000277831	19	"Airway, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"20"	"Fn1"	0.492353440951572	0.0455203614106822	-0.00336852747820673	-0.0119407694646584	20	"Fibroblasts, MNP"	"Fibroblasts, MNP"
"21"	"Itgb1"	0.501982441234778	0.0454997865812458	-0.0033891023076431	-0.012413853297481	21	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"22"	"Hebp1"	0.497167941093176	0.0455578593197223	-0.00333102956916658	-0.0128733422624048	22	"MNP"	""
"23"	"Lgals3"	0.51562352496932	0.0479318755404637	-0.000957013348425212	-0.0132617402916392	23	"MNP"	""
"24"	"Anxa1"	0.497356745020298	0.0455790479747684	-0.00330984091412052	-0.0137837096147312	24	"Airway, Fibroblasts, Granulocytes, MNP, Mesothelium"	""
"25"	"Grn"	0.485981308411215	0.0431460213305895	-0.00574286755829944	-0.0142717972707328	25	"MNP, Vascular_ECs"	"MNP"
"26"	"Lamb2"	0.491645426224866	0.0443587475203264	-0.00453014136856247	-0.0143376098013589	26	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"27"	"Serpine1"	0.497262343056736	0.0451791797015963	-0.00370970918729257	-0.0151997968834922	27	"Fibroblasts, SMC"	""
"28"	"Pecam1"	0.485131690739167	0.0437759566948807	-0.0051129321940082	-0.0158226347877124	28	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"29"	"Col18a1"	0.489474181062965	0.0443282417613248	-0.00456064712756409	-0.0166272741824668	29	"Lymphatic_ECs, Pericytes, SMC"	""
"30"	"Ltb"	0.479231568016615	0.0444175230430033	-0.00447136584588558	-0.0168784301740522	30	"Lymphocytes"	"Lymphocytes"
"31"	"Lrpap1"	0.480741999433588	0.0436283278504617	-0.00526056103842718	-0.017032592779759	31	"Fibroblasts, MNP, Mesothelium"	"MNP"
"32"	"Pglyrp1"	0.49192863211555	0.0456800849530723	-0.00320880393581657	-0.0182950751772308	32	"Granulocytes"	""
"33"	"Spp1"	0.487350136882848	0.0450764463770835	-0.0038124425118054	-0.0185931175536361	33	"Fibroblasts, MNP"	"Fibroblasts, MNP"
"34"	"Sell"	0.479184367034834	0.0433736784185464	-0.00551521047034247	-0.0191830445500363	34	"Granulocytes, Lymphocytes"	""
"35"	"Cxcl16"	0.481214009251393	0.0441680364725644	-0.00472085241632451	-0.0194448895268033	35	"MNP"	"MNP"
"36"	"Calm1"	0.482960445577269	0.043947033974017	-0.00494185491487193	-0.020116470896367	36	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
