"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Vegfa"	0.544119958896651	0.403245476720384	0.0663644031433365	0.11564696648757	1	"Alveolum, Capillary_ECs, Vascular_ECs"	"Alveolum"
"2"	"Icam2"	0.554975729085986	0.40158967348521	0.064708599908162	0.106056812229344	2	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"3"	"Psap"	0.552749457451133	0.401869940288681	0.0649888667116331	0.103919074305695	3	"MNP"	""
"4"	"Il16"	0.558208495970184	0.401047223888486	0.0641661503114379	0.102967280034261	4	"Granulocytes, Lymphocytes"	""
"5"	"Gmfb"	0.544131940982953	0.398397086949662	0.0615160133726143	0.0952454515479694	5	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium"	"Alveolum"
"6"	"Cxcl12"	0.541106703833501	0.393951729595767	0.0570706560187191	0.0951785263133871	6	"Capillary_ECs, Fibroblasts, SMC, Vascular_ECs"	"SMC, Vascular_ECs"
"7"	"Itgam"	0.546522606841867	0.396592347085723	0.0597112735086752	0.0946643724275407	7	"Granulocytes, MNP"	""
"8"	"Yars"	0.549095400412567	0.39413381661831	0.0572527430412624	0.0934734998302309	8	"Fibroblasts"	""
"9"	"Fgf1"	0.545347883100849	0.393802943096568	0.0569218695195207	0.0918027974765072	9	"Airway, Alveolum, Capillary_ECs"	""
"10"	"Tnfsf13b"	0.544616975836446	0.396491270457645	0.0596101968805969	0.0911407667646075	10	"Fibroblasts"	""
"11"	"Dusp18"	0.544134337400213	0.393736659107339	0.0568555855302918	0.0905996636769002	11	"Airway"	""
"12"	"Adam17"	0.544231631940985	0.390610110507148	0.0537290369301001	0.0905773612577167	12	"Lymphatic_ECs, MNP"	""
"13"	"Mmp9"	0.536342147036495	0.390602685550405	0.0537216119733569	0.0903710565419441	13	"Granulocytes"	""
"14"	"Slit2"	0.550087517158348	0.388162001813427	0.0512809282363798	0.0889931672084009	14	"Fibroblasts"	"Fibroblasts"
"15"	"Vegfc"	0.542348527257809	0.392456313606644	0.0555752400295968	0.0887076504076142	15	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
"16"	"Ptprf"	0.544632792190364	0.390087230891828	0.0532061573147799	0.0873478355136931	16	"Airway, Alveolum, Mesothelium"	""
"17"	"Aimp1"	0.540620231129652	0.391422060035513	0.0545409864584655	0.0866921559961432	17	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC"	""
"18"	"Vcam1"	0.541042479850924	0.394146717588738	0.0572656440116907	0.0866247611510743	18	"Fibroblasts, Vascular_ECs"	""
"19"	"Ptprc"	0.544384523362193	0.391168164787154	0.0542870912101059	0.0864742528782227	19	"Granulocytes, Lymphocytes, MNP"	""
"20"	"Mapt"	0.534931136553607	0.390187954381868	0.0533068808048199	0.0862448167670491	20	"Capillary_ECs, Pericytes"	""
"21"	"Lgals3"	0.535320314716686	0.389519807253262	0.0526387336762141	0.0860056207022094	21	"Airway, Alveolum, Granulocytes, MNP"	"Airway, Alveolum, Granulocytes, MNP"
"22"	"Itgb2"	0.542535447804114	0.391915636746382	0.0550345631693342	0.0859021827944217	22	"Granulocytes, Lymphocytes, MNP"	""
"23"	"Hmgb1"	0.535098885761831	0.384873274893838	0.0479922013167908	0.0856803691367115	23	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"24"	"Nectin1"	0.54106260975591	0.389916184118208	0.0530351105411603	0.0853884776610907	24	"Alveolum"	""
"25"	"Hbegf"	0.540166828983996	0.387658356306441	0.0507772827293936	0.0848812285000992	25	"Alveolum, Fibroblasts, Pericytes"	"Alveolum, Fibroblasts"
"26"	"Pros1"	0.543541463770005	0.390250927480208	0.0533698539031602	0.0843614829521413	26	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs"	"Vascular_ECs"
"27"	"Tgfb1"	0.537956373703059	0.385203311396382	0.0483222378193341	0.08378801905477	27	"Lymphatic_ECs, MNP"	""
"28"	"Lrpap1"	0.539201552111531	0.389215823932173	0.052334750355125	0.0834061912111137	28	"Airway, Alveolum, Fibroblasts, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, MNP"
"29"	"Vegfd"	0.539986618406019	0.387337270833043	0.0504561972559958	0.082650176442388	29	"Fibroblasts, SMC"	"SMC"
"30"	"Vtn"	0.536193569166354	0.390041482846368	0.0531604092693203	0.082126174084716	30	"Pericytes"	""
