"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Lama2"	0.691713147410357	0.106002765358609	0.0817073328999116	0.135193461644896	1	"Fibroblasts, Pericytes, SMC"	""
"2"	"Ccl5"	0.651673306772905	0.095351340126958	0.0710559076682602	0.117544184811072	2	"Lymphocytes"	""
"3"	"Mapt"	0.59239043824701	0.079967523912442	0.0556720914537442	0.115574175320608	3	"Capillary_ECs, Pericytes, Vascular_ECs"	""
"4"	"Cxcl12"	0.669163346613543	0.0682114436003586	0.0439160111416609	0.115229346836268	4	"Capillary_ECs, Fibroblasts, SMC, Vascular_ECs"	"Vascular_ECs"
"5"	"Fgf2"	0.581434262948204	0.0486715686020198	0.0243761361433221	0.0912119090236326	5	"Fibroblasts"	""
"6"	"Apoe"	0.611792828685259	0.056752186167056	0.0324567537083583	0.0911177053811127	6	"MNP"	""
"7"	"Lamb2"	0.624900398406372	0.084718617793167	0.0604231853344692	0.0874875812392075	7	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"SMC"
"8"	"Ccl11"	0.610717131474104	0.0568995861421582	0.0326041536834605	0.0868111508744699	8	"Fibroblasts"	""
"9"	"Thbs1"	0.617729083665338	0.0522123906072361	0.0279169581485383	0.0846061509000347	9	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	""
"10"	"Ceacam1"	0.622350597609562	0.0538429895276563	0.0295475570689585	0.0829485680511144	10	"Airway, Alveolum, Capillary_ECs, MNP, Vascular_ECs"	"Alveolum"
"11"	"C3"	0.611394422310752	0.060339690922962	0.0360442584642642	0.0815584965700784	11	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium"	""
"12"	"Itgb2"	0.601394422310754	0.0865492169616501	0.0622537845029523	0.0803543112388255	12	"Granulocytes, Lymphocytes, MNP"	"Lymphocytes"
"13"	"Col4a1"	0.632509960159358	0.0467363623719436	0.0224409299132459	0.077816876758882	13	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"14"	"Lrpap1"	0.601593625498006	0.0525610113967853	0.0282655789380875	0.0765562623490782	14	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"15"	"Pros1"	0.625179282868518	0.0551142310953277	0.0308187986366299	0.0764647268344271	15	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs"	"SMC"
"16"	"Adam17"	0.600796812749001	0.0446941309913599	0.0203986985326621	0.0752936793003868	16	"Lymphatic_ECs, MNP"	""
"17"	"Sell"	0.609681274900394	0.0535891671728832	0.0292937347141855	0.0752179166328204	17	"Granulocytes, Lymphocytes, MNP"	""
"18"	"Icam1"	0.606015936254974	0.0469833740451543	0.0226879415864565	0.0731292469589215	18	"Airway, Alveolum, Capillary_ECs, Fibroblasts, MNP, Mesothelium, Vascular_ECs"	"Airway, Alveolum, Mesothelium"
"19"	"Lgals3"	0.59872509960159	0.054813624915501	0.0305181924568032	0.073108972278485	19	"Airway, Granulocytes, MNP"	"Airway"
"20"	"Anxa1"	0.59474103585657	0.0843380818240219	0.0600426493653241	0.0726184170740683	20	"Airway, Alveolum, Fibroblasts, Granulocytes, MNP, Mesothelium, Pericytes, SMC"	"Airway, Alveolum"
"21"	"Npw"	0.587250996015932	0.0485886394439798	0.0242932069852821	0.0724658184113385	21	"Alveolum"	""
"22"	"Gmfb"	0.579601593625496	0.0844224845405045	0.0601270520818068	0.0723265936950907	22	"Airway, Fibroblasts, Lymphatic_ECs, MNP"	""
"23"	"Arf1"	0.581394422310755	0.0866039520548444	0.0623085195961466	0.0716588149043998	23	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Pericytes, SMC"
