"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Fgf1"	0.507740422925106	0.0622490450504442	0.0190553277729573	0.0482432747046675	1	"Airway, Alveolum"	""
"2"	"Mmp9"	0.520402382235488	0.0583206881620961	0.0151269708846092	0.0400145523158149	2	"Granulocytes"	""
"3"	"Calr"	0.510715914272689	0.062100558803489	0.0189068415260021	0.0392612192101851	3	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"4"	"Lama2"	0.502457313674826	0.0471300530679687	0.00393633579048182	0.0330627793423241	4	"Fibroblasts, Pericytes, SMC"	""
"5"	"Plat"	0.513041956270411	0.048561607507267	0.00536789022978013	0.0284552154190445	5	"Capillary_ECs, Fibroblasts, Pericytes, Vascular_ECs"	""
"6"	"Fn1"	0.495764761154637	0.0484449092068486	0.00525119192936168	0.028425224112481	6	"Fibroblasts, MNP, SMC"	""
"7"	"Ltf"	0.489385418249985	0.0473202440112571	0.00412652673377015	0.0283642688013733	7	"Airway"	"Airway"
"8"	"Jam2"	0.546099388780642	0.0518132824475639	0.00861956517007698	0.023923066310723	8	"Capillary_ECs, Vascular_ECs"	"Vascular_ECs"
"9"	"Osm"	0.501420958329302	0.0554193442593393	0.0122256269818524	0.0237496762317941	9	"Granulocytes"	""
"10"	"Igf1"	0.501858530586301	0.0472039013585049	0.00401018408101804	0.0227860606353649	10	"Fibroblasts"	""
"11"	"Fgf2"	0.494820526284278	0.0506589533696776	0.00746523609219071	0.0213461418534392	11	"Fibroblasts"	""
"12"	"Selplg"	0.496639905668635	0.0511283501114398	0.00793463283395293	0.0205349811650719	12	"Granulocytes, Lymphocytes, MNP"	""
"13"	"Cxcl12"	0.5120700852575	0.0492906431401154	0.00609692586262847	0.0201517398422554	13	"Capillary_ECs, Fibroblasts, SMC, Vascular_ECs"	"Vascular_ECs"
"14"	"Areg"	0.503157429286023	0.0531350361563428	0.00994131887885588	0.0193854072590343	14	"Airway"	"Airway"
"15"	"Pgf"	0.524939315636989	0.0495822524840594	0.00638853520657252	0.0189236039703397	15	"Lymphatic_ECs, Pericytes, SMC"	""
"16"	"Nampt"	0.492250365027382	0.0540602389082719	0.010866521630785	0.0158822815561758	16	"Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, SMC"	""
"17"	"Spp1"	0.495792397297186	0.0465789732587261	0.00338525598123918	0.0147844120358024	17	"Pericytes"	""
"18"	"Jag2"	0.519845053360782	0.0470874934694743	0.00389377619198744	0.0137135666030899	18	"Airway, Capillary_ECs"	""
"19"	"Apoe"	0.488666878543758	0.0447202559925986	0.00152653871511171	0.00981216808976814	19	"MNP"	""
"20"	"Lrpap1"	0.510614581750013	0.0472586897114287	0.00406497243394174	0.00956111987636852	20	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"21"	"Rspo3"	0.509536772190669	0.0473366309922237	0.00414291371473683	0.00933829447682044	21	"Lymphatic_ECs"	""
"22"	"Agrn"	0.506648795294487	0.0472254025781749	0.00403168530068799	0.00874726480735308	22	"Airway, Alveolum, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs"	"Alveolum, SMC"
"23"	"Serping1"	0.510881731127966	0.0453712304981427	0.00217751322065581	0.00772427457542036	23	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
"24"	"Tfpi"	0.497713109204215	0.0456377674317768	0.00244405015428992	0.00770620753672435	24	"Fibroblasts, Lymphatic_ECs, Pericytes"	""
"25"	"Nectin1"	0.509338713169082	0.0459453175202618	0.00275160024277486	0.00715896649036635	25	"Alveolum"	""
"26"	"Hspg2"	0.50666261336576	0.0466241806466674	0.00343046336918052	0.00714566437007306	26	"Fibroblasts, Pericytes, SMC"	""
"27"	"Manf"	0.489320933917377	0.0479730634768097	0.00477934619932278	0.0068578331233544	27	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Airway, Lymphatic_ECs"
"28"	"Esam"	0.497722321251733	0.0468739765557238	0.0036802592782369	0.00637667660709548	28	"Alveolum, Capillary_ECs, Mesothelium, Pericytes, Vascular_ECs"	""
"29"	"Hmgb1"	0.476663580630747	0.053120290521251	0.00992657324376413	0.00595578862162828	29	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"30"	"Tnfsf13b"	0.499624609063734	0.0461167312174243	0.00292301393993739	0.00587115908821912	30	"Fibroblasts"	""
"31"	"App"	0.493374234824303	0.050010333313643	0.00681661603615611	0.00566791522369267	31	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Granulocytes"
"32"	"Tgfb1"	0.502839613646729	0.0444575606160328	0.00126384333854593	0.0055053630183706	32	"Lymphatic_ECs, MNP"	""
"33"	"Col18a1"	0.508030602421849	0.0471273178812947	0.00393360060380783	0.00546993650998909	33	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"SMC"
"34"	"Hc"	0.50609607244354	0.0458385751540457	0.0026448578765588	0.00486020120174342	34	"Alveolum"	""
"35"	"Pros1"	0.506003951968383	0.0465571040010994	0.00336338672361251	0.00481263792840424	35	"Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs"	"SMC"
"36"	"Bmp4"	0.50553874356884	0.0453588687572761	0.00216515147978921	0.00468231818773005	36	"Alveolum, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs"	""
