"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Igf1"	0.516882418522939	0.150353897161352	0.0187600230830763	0.0554567865670116	1	"Fibroblasts, MNP"	"Fibroblasts, MNP"
"2"	"Npnt"	0.527190927723596	0.143074343037707	0.0114804689594314	0.0335867771742871	2	"Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
"3"	"Hmgb2"	0.498735894952587	0.130027272770913	-0.00156660130736302	0.0164148687701083	3	"Granulocytes, Lymphocytes, MNP"	""
"4"	"Cadm1"	0.489177684182075	0.123423446411207	-0.00817042766706877	-0.000345781550060589	4	"Airway, Alveolum, Vascular_ECs"	""
"5"	"Manf"	0.512784634789071	0.129449435602112	-0.00214443847616408	-0.0029318891115048	5	"Airway, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Vascular_ECs"	""
"6"	"Dkk2"	0.505946079866663	0.126611200875825	-0.00498267320245072	-0.00716538040553444	6	"Fibroblasts"	"Fibroblasts"
"7"	"Thbs2"	0.505520957679228	0.127998858259651	-0.0035950158186249	-0.00857584433220522	7	"Fibroblasts"	"Fibroblasts"
"8"	"Sema3f"	0.50904581184261	0.125477904280588	-0.00611596979768783	-0.011463957966667	8	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"9"	"App"	0.490053266965473	0.126338369080376	-0.00525550499789937	-0.0127941325973516	9	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"10"	"Clstn1"	0.507255230973669	0.124274025810586	-0.00731984826768987	-0.0130211384441325	10	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, Vascular_ECs"	""
"11"	"Robo2"	0.507418522939706	0.12508426858593	-0.00650960549234558	-0.0147417733190633	11	"Fibroblasts"	""
"12"	"Lama2"	0.483242865830313	0.120940905824605	-0.0106529682536703	-0.0154270882112388	12	"Fibroblasts, SMC"	""
"13"	"Spp1"	0.481899930178608	0.11967948881038	-0.0119143852678956	-0.0155839679132207	13	"Fibroblasts, MNP"	"Fibroblasts, MNP"
"14"	"Bdnf"	0.474596837766616	0.121345583401491	-0.0102482906767851	-0.0160966419918463	14	"Mesothelium, Pericytes"	""
"15"	"Calr"	0.490785265433908	0.122809218760914	-0.00878465531736122	-0.0161057501778073	15	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"16"	"Nenf"	0.50367125385707	0.123858367200693	-0.00773550687758298	-0.0174032070949416	16	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs"	""
"17"	"Bmp5"	0.498634541318498	0.126075727972814	-0.0055181461054617	-0.0179584497469202	17	"Airway, Fibroblasts, Pericytes, SMC"	"SMC"
"18"	"Sema3c"	0.492546284826234	0.123976717663526	-0.00761715641474958	-0.0182318558466059	18	"Capillary_ECs, Mesothelium, Vascular_ECs"	""
"19"	"Adam15"	0.500758744566318	0.124080878389667	-0.00751299568860878	-0.0197036254412485	19	"Capillary_ECs, Vascular_ECs"	""
"20"	"Hgf"	0.479867226739341	0.123287483022549	-0.00830639105572639	-0.0203146493006874	20	"Fibroblasts, Pericytes"	""
"21"	"Flrt2"	0.49612603887475	0.123666116267059	-0.00792775781121698	-0.0210480781811871	21	"Fibroblasts, Lymphatic_ECs, Mesothelium"	""
"22"	"Ntn1"	0.503068762809973	0.123247706987582	-0.00834616709069359	-0.0219385054242184	22	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"23"	"Rps19"	0.497125498322036	0.123109416304674	-0.00848445777360203	-0.0220905243388507	23	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC, Vascular_ECs"	""
"24"	"Hsp90b1"	0.501627288902902	0.123102949584796	-0.00849092449347995	-0.022112834920557	24	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Lymphatic_ECs, Lymphocytes, MNP, Pericytes"
"25"	"Sema3b"	0.4961091466024	0.121609480949757	-0.00998439312851895	-0.0221457426331138	25	"Alveolum"	""
"26"	"Copa"	0.497094529156062	0.122890496603933	-0.00870337747434283	-0.0223784154454051	26	"Fibroblasts, Lymphatic_ECs"	""
"27"	"Nid1"	0.503454469695264	0.123261174219101	-0.00833269985917477	-0.0223930380823596	27	"Fibroblasts, Lymphatic_ECs, Pericytes, Vascular_ECs"	""
"28"	"Nucb2"	0.496221761751391	0.122698389546151	-0.00889548453212495	-0.0234133541657164	28	"Airway, Alveolum, Fibroblasts, MNP, Mesothelium, Pericytes"	"Pericytes"
"29"	"Dll1"	0.507725399220705	0.123491116808596	-0.00810275726967932	-0.0234640478560698	29	"Vascular_ECs"	""
"30"	"Itga4"	0.495819162593753	0.12230590454891	-0.00928796952936566	-0.0236260956818597	30	"Granulocytes, Lymphocytes, MNP"	""
"31"	"Sema7a"	0.493378229239398	0.122666987032375	-0.00892688704590093	-0.0238257350353433	31	"Capillary_ECs"	""
"32"	"Hdgf"	0.503088470461047	0.12379018843059	-0.00780368564768583	-0.0239860350555463	32	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"33"	"Aimp1"	0.498212234509787	0.122581916035618	-0.00901195804265788	-0.0251711738877687	33	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs"
"34"	"H2-T23"	0.498257280569383	0.121608230607923	-0.00998564347035269	-0.0256639871173905	34	"Capillary_ECs, Lymphatic_ECs, Lymphocytes, MNP, Vascular_ECs"	""
"35"	"Jam2"	0.49080497308498	0.120294771165357	-0.0112991029129182	-0.0261875147522813	35	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
"36"	"Flrt3"	0.498229126782134	0.121846588194507	-0.00974728588376859	-0.0262616010997078	36	"Lymphatic_ECs"	""
"37"	"Grem1"	0.492491384941103	0.122844170421506	-0.00874970365676939	-0.0266690477898086	37	"Fibroblasts"	"Fibroblasts"
"38"	"Pcdh7"	0.493775197639586	0.120527941362196	-0.0110659327160793	-0.0277400271033941	38	"Fibroblasts, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs"	"Fibroblasts"
"39"	"Dsg2"	0.491444064055498	0.12077190186786	-0.0108219722104159	-0.0278753296733363	39	"Airway"	""
"40"	"Arf1"	0.491210387621342	0.121337165669637	-0.0102567084086383	-0.028452984271525	40	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC, Vascular_ECs"	""
"41"	"Bmp3"	0.491035834140409	0.12169502651405	-0.00989884756422524	-0.0286843680119511	41	"Mesothelium"	""
"42"	"Efnb1"	0.489245253271472	0.120203499601965	-0.0113903744763104	-0.0300979749717802	42	"Capillary_ECs, Vascular_ECs"	""
"43"	"F11r"	0.489870267348364	0.120705974031252	-0.0108879000470238	-0.0301001039187327	43	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Vascular_ECs"	""
"44"	"Cdh1"	0.492245039302688	0.120033088825402	-0.0115607852528735	-0.0305831524615087	44	"Airway, Alveolum"	""
"45"	"Vcam1"	0.490498096803982	0.120938358655157	-0.0106555154231189	-0.030871311776976	45	"Fibroblasts, Vascular_ECs"	""
"46"	"Tnc"	0.489901236514336	0.119565566753554	-0.0120283073247222	-0.0313097126343772	46	"Fibroblasts, Lymphatic_ECs"	"Fibroblasts"
"47"	"Calm1"	0.492527984864526	0.120011700612344	-0.0115821734659318	-0.0317045662839711	47	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Fibroblasts"
"48"	"Penk"	0.491168156940471	0.120231428696475	-0.0113624453818006	-0.0317277562910717	48	"Fibroblasts"	""
"49"	"Lgals3"	0.493772382260863	0.120477204729436	-0.0111166693488394	-0.032476387097358	49	"MNP"	""
"50"	"Calm2"	0.490461496880561	0.11969239148806	-0.0119014825902155	-0.0326254376229966	50	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"51"	"Fat1"	0.484675893601208	0.119094421737084	-0.0124994523411918	-0.0330429870589625	51	"Airway, Fibroblasts, SMC"	""
