"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Edn1"	0.538197466868795	0.0874141746674789	0.0249141746674789	0.0692454481984719	1	"Capillary_ECs, Vascular_ECs"	""
"2"	"Tgfb1"	0.558475557076958	0.0846215231053148	0.0221215231053148	0.0650562896597457	2	"Lymphatic_ECs, MNP"	""
"3"	"Spp1"	0.535062839258645	0.0747345275455387	0.0122345275455387	0.05771105089896	3	"Fibroblasts, MNP, Pericytes"	"Fibroblasts, MNP"
"4"	"Fn1"	0.54481555740297	0.071772687147364	0.00927268714736397	0.0440819142960016	4	"Fibroblasts, MNP, Pericytes, SMC"	"Fibroblasts, Pericytes"
"5"	"Mmp9"	0.549964953461459	0.0730286949528404	0.0105286949528404	0.0406795557641285	5	"Granulocytes"	""
"6"	"Bmp5"	0.54203791546449	0.0741879092391803	0.0116879092391803	0.0395359762920708	6	"Airway, Fibroblasts, Pericytes"	""
"7"	"Col1a1"	0.555642492705431	0.0736874916957951	0.0111874916957951	0.0390159121725044	7	"Fibroblasts, Pericytes, SMC"	"Fibroblasts, Pericytes"
"8"	"Areg"	0.540251357034576	0.0756575980220498	0.0131575980220498	0.0374472427480636	8	"Airway, Alveolum"	"Airway"
"9"	"Plat"	0.535455686504639	0.0766439766997197	0.0141439766997197	0.0371969599214877	9	"Capillary_ECs, Fibroblasts, Pericytes, Vascular_ECs"	""
"10"	"Mdk"	0.528227949206969	0.075822704962926	0.013322704962926	0.0342418845546107	10	"Fibroblasts"	""
"11"	"Cxcl12"	0.539767225781213	0.0757263075940089	0.0132263075940089	0.033020367962021	11	"Capillary_ECs, Fibroblasts, SMC, Vascular_ECs"	"Capillary_ECs"
"12"	"Hc"	0.546106574078599	0.0717844216960919	0.00928442169609187	0.0326248299707752	12	"Alveolum"	""
"13"	"Col4a1"	0.556661287430524	0.0711523100544109	0.0086523100544109	0.0324794133083514	13	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Capillary_ECs, Fibroblasts, Pericytes, Vascular_ECs"
"14"	"Jam2"	0.545058438065434	0.0711589380263864	0.00865893802638638	0.0319374252973215	14	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs, Vascular_ECs"
"15"	"Fgf1"	0.548924967806089	0.0746405131070081	0.0121405131070081	0.0318291067117327	15	"Airway, Alveolum, Capillary_ECs"	""
"16"	"Osm"	0.51093452002543	0.0867721970645459	0.0242721970645459	0.0314762496974942	16	"Granulocytes"	""
"17"	"Nectin1"	0.550615352013953	0.0721931951876114	0.00969319518761141	0.0291348331153264	17	"Alveolum"	""
"18"	"Celsr1"	0.542070516895694	0.0728312950802267	0.0103312950802267	0.028957638169759	18	"Airway, Lymphatic_ECs"	"Lymphatic_ECs"
"19"	"Hmgb1"	0.506888682413158	0.0800111797464745	0.0175111797464745	0.0284325125194942	19	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"20"	"Serping1"	0.545899554990464	0.0709318990276952	0.00843189902769517	0.0281429405547195	20	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	"Pericytes"
"21"	"Pecam1"	0.538758211485488	0.0764524914482572	0.0139524914482572	0.0281276293164538	21	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"22"	"Plau"	0.51081389472998	0.0780376476964119	0.0155376476964119	0.027414997256411	22	"Lymphatic_ECs"	""
"23"	"Col18a1"	0.546836846137546	0.0699754009199459	0.00747540091994595	0.0261530450317884	23	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"	"Lymphatic_ECs, Pericytes, SMC, Vascular_ECs"
"24"	"Anxa1"	0.54777576735619	0.0710717305243771	0.00857173052437714	0.0255109774857672	24	"Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC"	"Alveolum, Lymphatic_ECs"
"25"	"Fbn1"	0.542543237648135	0.0712978545082413	0.0087978545082413	0.0246164599584529	25	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	"Fibroblasts, Pericytes"
"26"	"C3"	0.546683619410892	0.0697394698770844	0.00723946987708438	0.0241504294066113	26	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium"	"Mesothelium"
"27"	"Ptprf"	0.545788710124376	0.0701909064833776	0.0076909064833776	0.0235924653314587	27	"Airway, Alveolum, Mesothelium"	""
"28"	"Tnfsf13b"	0.547562227981808	0.0705538161176069	0.00805381611760686	0.0234119579959717	28	"Fibroblasts"	""
"29"	"Agrn"	0.53882341434789	0.0691931972559644	0.0066931972559644	0.0231681281227563	29	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, SMC"
"30"	"App"	0.550705005949762	0.0800527618226213	0.0175527618226213	0.0231149339907099	30	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"31"	"Cxcl2"	0.541411967985396	0.0693264951216856	0.00682649512168559	0.0230208125988398	31	"Granulocytes"	""
"32"	"Gpi1"	0.551834645540941	0.0698483592498093	0.00734835924980932	0.0225980364339853	32	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC, Vascular_ECs"	"Alveolum"
"33"	"Hspg2"	0.541685820007498	0.0692369733666271	0.00673697336662711	0.0219620920211918	33	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	""
"34"	"Apoe"	0.548271309110468	0.0722337162885932	0.00973371628859324	0.0218488482516844	34	"MNP"	"MNP"
"35"	"Gmfb"	0.547198722023898	0.0699303860760545	0.00743038607605452	0.021692404488954	35	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, Vascular_ECs"	""
"36"	"Pcdh1"	0.538604984758831	0.0689667407201161	0.0064667407201161	0.0212529958455367	36	"Capillary_ECs, Vascular_ECs"	""
"37"	"Tfpi"	0.542099858183776	0.0693104255508972	0.00681042555089724	0.0208254137129916	37	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes"	""
"38"	"Jag2"	0.53906466493879	0.0702026929855599	0.00770269298555987	0.0207075874087608	38	"Airway, Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	"Vascular_ECs"
"39"	"Arf1"	0.5430844214061	0.0689360619902258	0.0064360619902258	0.0205629897013056	39	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"SMC"
"40"	"Itgb7"	0.542262865339789	0.0690221565089277	0.00652215650892773	0.0199645696351966	40	"Lymphocytes, MNP"	"Lymphocytes"
"41"	"Ntn4"	0.535062839258647	0.0677944746063156	0.00529447460631562	0.0189090155309725	41	"Fibroblasts, Pericytes, SMC, Vascular_ECs"	""
"42"	"Lrpap1"	0.539517824832512	0.0691072022650836	0.00660720226508361	0.018882201115848	42	"Airway, Alveolum, Fibroblasts, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"43"	"Fgf2"	0.546637977407211	0.0726411960453287	0.0101411960453287	0.0188188346302105	43	"Fibroblasts, Mesothelium, SMC"	""
"44"	"Angpt2"	0.527173292907557	0.0683817008389604	0.00588170083896043	0.0187278798759114	44	"Lymphatic_ECs, Pericytes, SMC"	"Lymphatic_ECs"
"45"	"Ptprm"	0.530265538657148	0.0694324164870903	0.0069324164870903	0.0187083210487654	45	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	""
"46"	"Ltf"	0.541975972745205	0.0712700601747607	0.00877006017476069	0.0187006116327905	46	"Airway"	"Airway"
"47"	"Npw"	0.541754283013027	0.0688775620617844	0.00637756206178436	0.0184437757400299	47	"Alveolum"	""
"48"	"Wnt4"	0.540062268733598	0.0690154558269242	0.00651545582692417	0.0179873619158408	48	"Airway, Pericytes"	""
"49"	"Ltb"	0.535181834482536	0.0662465973093828	0.00374659730938276	0.0178754066901165	49	"Lymphocytes"	""
"50"	"Ncam1"	0.536342445433357	0.0675581458701007	0.00505814587010071	0.0177782499110165	50	"Mesothelium, SMC"	""
"51"	"Cxcl16"	0.541024010954082	0.0688882012147672	0.00638820121476724	0.0177281779260273	51	"Alveolum, MNP"	"Alveolum, MNP"
"52"	"Ocln"	0.52957275824409	0.0675204473366234	0.00502044733662342	0.0173294504237686	52	"Airway"	""
"53"	"Vegfc"	0.539566726979315	0.0705418817898543	0.00804188178985435	0.0168711235060938	53	"Vascular_ECs"	"Vascular_ECs"
