Airway	d10	old "","Ephb3","Epha2","Fzd6","Lrp6","Dsg2","Sec63","Lrp10","Dlg1","Lsr","Ptk7","Itpr1","Ryk","Igf2r","Tfrc","M6pr","Scarb2","Cd151","Fat1","Cd36","Cd47","Dag1","Rpsa","Itgb1","Itga3","Itgb4","Fgfr2","Fgfr3","Glg1","Sdc4","Sdc1","Sdc2","Ager","Agtrap","Ptprz1","Ptprk","Cadm1","Slc1a5","Ptpra","Rack1","Cdh1","Pigr","Ddr1","Met","Ptprf","Nectin3","Nectin4","Calm1","Prnp","Clstn1","Ebp","Il6st","Osmr","Cul5","Rrbp1","Cckar","Lpar3","Kremen1","Sorl1","Igf1r","Tnfrsf21","Ltbr","Traf2","Acvr1","Bmpr1a","Sorcs2","Sort1","Erbb3","F11r","Icam1","Amfr","Atp5b","P2rx4","Ocln","Tgfbr2","Procr","Plxnb2","Plxna2","Kcnj15","Il6ra","Gfra1","F3","Alcam","Derl1"
Airway	d10	old "Lamc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408727326544067,0,0,0,0,0,0.124822975832743,0.179011457149309,0.218377604688333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airway	d10	old "Dusp18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441477083275056,0,0,0,0,0.0161365689282064,0.0218358495907046,0.0313152865267599,0.0279757979149218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airway	d10	old "Lamb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942608801914102,0.206282774030582,0.44153372380821,0.317460987568395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airway	d10	old "Calr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571322010817375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airway	d10	old "Adam9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960889624155033,0.142226315208262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245716359142909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airway	d10	old "Col18a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885726481273005,0.289922485830812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airway	d10	old "Lamb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419159861160115,0,0.124822975832743,0.289922485830812,0.317460987568395,0,0,0,0,0.188747922022291,0.181684131596002,0,0,0,0,0,0,0,0,0,0,0,0,0.420540616819208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airway	d10	old "Col1a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153325006806316,0,0,0,0.501195220221716,0.173491723290324,0,0,0,0,0,0.128085562808906,0,0,0,0,0,0,0,0,0,0,0,0.39986305116601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Airway	d10	old "Thbs1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337589883617985,0.0340051521904172,0,0,0.215658962029843,0.355356505541166,0,0,0,0,0,0.132160674891922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
