"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Tgfb1"	0.544566277966936	0.0763531287908726	0.0182048882118859	0.0590690085542666	1	"Lymphatic_ECs, MNP"	""
"2"	"Il1b"	0.543205032854113	0.0746013608443671	0.0164531202653804	0.0553169623999563	2	"Granulocytes, MNP"	""
"3"	"Il1rn"	0.545116689524668	0.0783792376135139	0.0202309970345271	0.0531825478709871	3	"Granulocytes, MNP"	""
"4"	"Edn1"	0.529653991279845	0.0732603885451187	0.015112147966132	0.0495158380056545	4	"Capillary_ECs, Vascular_ECs"	""
"5"	"Cxcl12"	0.559794710135533	0.0725031399223819	0.0143548993433951	0.0460129901427556	5	"Capillary_ECs, Fibroblasts, SMC, Vascular_ECs"	"Vascular_ECs"
"6"	"Angpt2"	0.534291549817934	0.0777767431788294	0.0196285025998426	0.0448574320746507	6	"Lymphatic_ECs, Pericytes, SMC"	""
"7"	"Il33"	0.544396833086558	0.0753369018738621	0.0171886612948754	0.0427233351701337	7	"Alveolum, Fibroblasts, Mesothelium"	"Alveolum"
"8"	"Nrtn"	0.557794350775922	0.0730589738173432	0.0149107332383564	0.042632920322599	8	"SMC"	"SMC"
"9"	"Bmp5"	0.55474604875009	0.068295016519414	0.0101467759404273	0.0404982005127055	9	"Airway, Fibroblasts, Pericytes"	""
"10"	"Vegfa"	0.536666052571129	0.0717419872478276	0.0135937466688409	0.0401844879699435	10	"Alveolum, Capillary_ECs, Vascular_ECs"	""
"11"	"Fgf2"	0.533436364918315	0.0693999265509097	0.0112516859719229	0.0382698404601432	11	"Fibroblasts"	""
"12"	"Lama2"	0.539009850547339	0.0742536289216502	0.0161053883426635	0.0382368112204569	12	"Fibroblasts, Pericytes, SMC"	""
"13"	"Adam17"	0.541720968633363	0.0692363128159617	0.0110880722369749	0.0362109060876334	13	"Lymphatic_ECs, MNP"	""
"14"	"Ptprc"	0.54026306033375	0.0762094908170449	0.0180612502380581	0.0353534411642742	14	"Granulocytes, Lymphocytes, MNP"	""
"15"	"Nectin1"	0.552790609341985	0.0698576332348317	0.011709392655845	0.0352498532352205	15	"Alveolum"	""
"16"	"Hmgb1"	0.521806077726301	0.0738990779945088	0.0157508374155221	0.0352009082531402	16	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"17"	"Col4a1"	0.546346017817871	0.0727652086460804	0.0146169680670937	0.0344522675333854	17	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"18"	"Osm"	0.546985132064659	0.0702895474568223	0.0121413068778355	0.0339655239901539	18	"Granulocytes"	""
"19"	"Dusp18"	0.533591026017182	0.0702942734618934	0.0121460328829067	0.0336020329674902	19	"Airway"	""
"20"	"Tnfsf13b"	0.540865783733748	0.0701901938107135	0.0120419532317267	0.0332529502743158	20	"Fibroblasts"	""
"21"	"Tgfb3"	0.545572712323534	0.069572367153235	0.0114241265742482	0.033023887523524	21	"Fibroblasts, Lymphatic_ECs, Mesothelium, SMC"	""
"22"	"Inhbb"	0.550139763595965	0.0706146270410707	0.0124663864620839	0.0327465102017597	22	"Airway"	""
"23"	"Itgam"	0.538129646940555	0.0716190935808387	0.0134708530018519	0.0327188023768868	23	"Granulocytes, MNP"	""
"24"	"Celsr1"	0.538264975402059	0.0694223225211588	0.011274081942172	0.0324380804737966	24	"Airway"	""
"25"	"Pkd1"	0.537268775971123	0.0669688341695903	0.00882059359060352	0.0324261590400245	25	"Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"26"	"Spp1"	0.520165077978759	0.0674512230363038	0.00930298245731707	0.0316035997140294	26	"Pericytes"	""
"27"	"Lefty1"	0.54686458738466	0.0696673653399591	0.0115191247609723	0.0306359046443447	27	"Lymphatic_ECs"	"Lymphatic_ECs"
"28"	"Npw"	0.538242231122816	0.0684536110765209	0.0103053704975341	0.0305397788834019	28	"Alveolum"	""
"29"	"Hbegf"	0.539155413934513	0.0697922104493815	0.0116439698703947	0.0298088777183028	29	"Alveolum, Pericytes"	"Alveolum"
"30"	"Bmp4"	0.533286252675296	0.0697454849555375	0.0115972443765507	0.0291074880048811	30	"Alveolum, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs"	""
