"test_ligand"	"auroc"	"aupr"	"aupr_corrected"	"pearson"	"rank"	"expressed_in"	"upregulated_in"
"1"	"Igf1"	0.532615994091182	0.0670390843531262	0.0220093477346046	0.065314973271126	1	"Fibroblasts, MNP"	"Fibroblasts, MNP"
"2"	"Thbs2"	0.495652319881823	0.0587830703416157	0.0137533337230941	0.0199891074860776	2	"Fibroblasts"	"Fibroblasts"
"3"	"App"	0.482861075673134	0.0437179338872676	-0.0013118027312541	0.000518004325154828	3	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"4"	"Npnt"	0.499681058215266	0.0482121125135658	0.00318237589504414	-0.00337747721316757	4	"Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC"	""
"5"	"Tnc"	0.514033438528165	0.0477917606572433	0.00276202403872165	-0.00347950213701746	5	"Fibroblasts, Lymphatic_ECs"	"Fibroblasts"
"6"	"Mif"	0.480410259853621	0.0441004192423028	-0.000929317376218826	-0.011637454373864	6	"Fibroblasts"	""
"7"	"Ceacam1"	0.510306855569728	0.0459687437699074	0.000939007151385778	-0.0132662047662659	7	"Alveolum, Capillary_ECs, Vascular_ECs"	""
"8"	"Tgfb3"	0.488484522930235	0.0461123809783748	0.00108264435985309	-0.0139832950626545	8	"Fibroblasts, Lymphatic_ECs, Mesothelium"	""
"9"	"Lamb2"	0.498136708520778	0.0451980036849137	0.00016826706639203	-0.0146748960819689	9	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"10"	"Cxcl2"	0.503357281944537	0.0468097618192467	0.00178002520072505	-0.0148408913014664	10	"Granulocytes"	"Granulocytes"
"11"	"Jam2"	0.508426777680786	0.044373382133333	-0.000656354485188644	-0.0152192287003732	11	"Capillary_ECs, Vascular_ECs"	"Capillary_ECs"
"12"	"C3"	0.504935204458467	0.0454950399960438	0.000465303377522132	-0.0158278402032363	12	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium"	""
"13"	"Calr"	0.480427046263344	0.0430660000466809	-0.00196373657184078	-0.0165071383890003	13	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	""
"14"	"Hgf"	0.479873094742495	0.0434791825079025	-0.00155055411061918	-0.0169067945132804	14	"Fibroblasts, Pericytes"	""
"15"	"Npw"	0.496558786006848	0.0456869226975744	0.000657186079052775	-0.0204671482896996	15	"Alveolum"	""
"16"	"Hc"	0.493789028402604	0.0454519780563796	0.000422241437857941	-0.0209164206002665	16	"Alveolum"	""
"17"	"Anxa1"	0.496256630631838	0.0457667343563104	0.000736997737788687	-0.0228029470035881	17	"Airway, Alveolum, Fibroblasts, Granulocytes, MNP, Mesothelium, Pericytes"	"Alveolum"
"18"	"Cxcl12"	0.478160880950781	0.0442041837807352	-0.000825552837786431	-0.0231941908476096	18	"Capillary_ECs, Fibroblasts, Vascular_ECs"	"Capillary_ECs"
"19"	"Dsg2"	0.496676290874906	0.0461624669463729	0.0011327303278512	-0.0236297780750895	19	"Airway"	""
"20"	"Ccl5"	0.487292687839922	0.0430725928842927	-0.00195714373422892	-0.024442689374628	20	"Lymphocytes"	""
"21"	"Agrn"	0.477271201235478	0.0451097569640674	8.00203455456894e-05	-0.0247082932646861	21	"Alveolum, Pericytes"	""
"22"	"Cxcl16"	0.491455717451153	0.0452192551601742	0.000189518541652556	-0.0248613173231091	22	"MNP"	""
"23"	"Calm1"	0.486956959645468	0.0442979005918115	-0.000731836026710168	-0.0249165425140005	23	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Fibroblasts"
"24"	"Efnb2"	0.48521117303431	0.0444972001314843	-0.000532536487037327	-0.0255355296511818	24	"Capillary_ECs, Lymphatic_ECs, Vascular_ECs"	"Lymphatic_ECs"
"25"	"Penk"	0.48771234808299	0.0451320266291772	0.000102290010655551	-0.0257391608050614	25	"Fibroblasts"	""
"26"	"Kitl"	0.488165581145503	0.04346129258262	-0.00156844403590171	-0.0263055231630644	26	"Airway, Capillary_ECs, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs"	""
"27"	"Itga4"	0.486805881957963	0.0443964978811875	-0.000633238737334195	-0.0263164510984958	27	"Granulocytes, Lymphocytes, MNP"	""
"28"	"Col4a1"	0.485278318673199	0.043190740787708	-0.00183899583081363	-0.0269872620180354	28	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Vascular_ECs"
"29"	"Pkd1"	0.48470758074263	0.0433839270971861	-0.00164580952133558	-0.0270989696532566	29	"Fibroblasts, Lymphatic_ECs, Pericytes, Vascular_ECs"	""
"30"	"Mmp9"	0.48683945477741	0.0435555052623531	-0.00147423135616857	-0.0271069625465013	30	"Granulocytes"	""
"31"	"Cdh1"	0.488937755992746	0.0437702533136164	-0.00125948330490532	-0.0271573182879591	31	"Airway, Alveolum"	""
"32"	"Pcdh7"	0.49439333915262	0.0454026469983089	0.000372910379787254	-0.0276459180668496	32	"Fibroblasts, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs"	"Fibroblasts"
"33"	"Copa"	0.481585308534209	0.044482638127916	-0.000547098490605677	-0.0277485479826136	33	"Fibroblasts, Lymphatic_ECs"	""
"34"	"Lgals3"	0.487661988853824	0.0436720761098849	-0.00135766050863678	-0.0281229852749892	34	"MNP"	""
"35"	"Rps19"	0.486167998388504	0.0438540781996731	-0.00117565841884853	-0.0285093423095494	35	"Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC, Vascular_ECs"	""
"36"	"Hspg2"	0.470758074263075	0.0442794015662411	-0.000750335052280532	-0.0287340092275567	36	"Fibroblasts, Pericytes"	""
"37"	"Col18a1"	0.474350365943732	0.0424112918920676	-0.00261844472645403	-0.0291339808178031	37	"Fibroblasts, Lymphatic_ECs, Pericytes, SMC"	"Lymphatic_ECs"
"38"	"Hsp90b1"	0.484942590478748	0.0436918704529968	-0.00133786616552482	-0.0291961203400344	38	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Lymphatic_ECs, Lymphocytes, MNP, Pericytes"
"39"	"Arf1"	0.488568454978848	0.0452675778123854	0.000237841193863692	-0.029379880655397	39	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC, Vascular_ECs"	""
"40"	"Il18"	0.485261532263476	0.0416693975247098	-0.00336033909381187	-0.0293994026895007	40	"MNP"	""
"41"	"Col1a1"	0.465537500839318	0.0419774022893223	-0.00305233432919935	-0.0295238208238443	41	"Fibroblasts, Pericytes"	"Fibroblasts"
"42"	"Pik3cb"	0.482626065937016	0.0432229866307561	-0.00180674998776561	-0.0295262759348195	42	"MNP"	"MNP"
"43"	"Rspo1"	0.476549385617402	0.0445217083099791	-0.000508028308542602	-0.0300277921064801	43	"Mesothelium"	""
"44"	"Pcdh1"	0.464714966762908	0.0433292284787845	-0.0017005081397372	-0.0303392864943048	44	"Capillary_ECs, Pericytes, Vascular_ECs"	""
"45"	"Wnt5a"	0.479335929631368	0.0431483271877298	-0.00188140943079185	-0.0303419752351425	45	"Fibroblasts, Pericytes"	""
"46"	"Fgf2"	0.479503793728595	0.0427522333909667	-0.00227750322755495	-0.0304915950715443	46	"Fibroblasts, Mesothelium"	""
"47"	"Fn1"	0.482760357214796	0.0434397726291034	-0.0015899639894183	-0.0307609540282928	47	"Fibroblasts, MNP"	"Fibroblasts"
"48"	"Aimp1"	0.478849123749411	0.0440697976136952	-0.000959939004826466	-0.0314188983055897	48	"Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs"	"Capillary_ECs"
"49"	"Apoe"	0.47690190022158	0.0431395291199956	-0.00189020749852609	-0.0314755590122122	49	"MNP"	""
"50"	"F11r"	0.494057610958166	0.0433319205063954	-0.0016978161121263	-0.0326523706620644	50	"Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Vascular_ECs"	""
"51"	"Spp1"	0.478261599409116	0.0421515229100512	-0.00287821370847045	-0.0327046289679069	51	"Fibroblasts, MNP"	"Fibroblasts, MNP"
"52"	"Jag2"	0.476566172027125	0.0432554162784104	-0.00177432034011123	-0.0328296497567139	52	"Capillary_ECs, Vascular_ECs"	""
